VegID,EmissionType,CommonName,GenusGroup,Family,GrowthForm,Type,References,Comment,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6
Myrica pensylvanica,Myrica,,Myrica,Myricaceae,Unknown,species,,,8,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myricaceae,NoData,,Myricaceae,Myricaceae,Unknown,family,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myristica,NoData,,Myristica,Myristicaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myristica fragrans,NoData,nutmeg,Myristica,Myristicaceae,Btr,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myristica yunnanensis,NoData,,Myristica,Myristicaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrsine,NoData,,Myrsine,Myrsinaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrsine africana,NoData,,Myrsine,Myrsinaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrtaceae,NoData,,Myrtaceae,Myrtaceae,Unknown,family,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrtica,NoData,,Myrtica,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrtica cerifera,NoData,,Myrtica,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrtus,NoData,myrtus,Myrtus,Myrtaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrtus communis,NoData,myrtle,Myrtus,Myrtaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Myrtus pedunculata,NoData,,Myrtus,Myrtaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nageia,NoData,,Nageia,Podocarpaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nageia nagi,NoData,,Nageia,Podocarpaceae,Btr,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nandina,Arundo,nandina,Nandina,Berberidaceae,Shrub,genus,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nandina domestica,Arundo,sacred bamboo,Nandina,Berberidaceae,Shrub,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nardus,NoData,,Nardus,Poaceae,Herb,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nardus stricta,NoData,matgrass,Nardus,Poaceae,Herb,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nauclea,NoData,,Nauclea,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nauclea diderrichii,NoData,,Nauclea,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nauclea latifolia,NoData,,Nauclea,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Neckera,NoData,,Neckera,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Neckera pennata,NoData,,Neckera,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nectandra,NoData,,Nectandra,Lauraceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nectandra purpurescens,NoData,,Nectandra,Lauraceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Neocinnamomum,NoData,,Neocinnamomum,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Neocinnamomum caudatum,NoData,,Neocinnamomum,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nephelium,NoData,,Nephelium,Sapindaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nephelium chryseum,NoData,,Nephelium,Sapindaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nephelium mutabile,NoData,pulasan,Nephelium,Sapindaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nephrolepsis,NoData,,Nephrolepsis,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nephrolepsis exaltata,NoData,,Nephrolepsis,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nerium,NoData,,Nerium,Apocynaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nerium oleander,NoData,oleander,Nerium,Apocynaceae,Btr,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Newbouldia,NoData,,Newbouldia,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Newbouldia laevis,NoData,,Newbouldia,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nicotiana,NoData,tobacco,Nicotiana,Solanaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nicotiana glauca,NoData,tree tobacco,Nicotiana,Solanaceae,Btr,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nicotiana tabacum,NoData,cultivated tobacco,Nicotiana,Solanaceae,Herb,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nolina,NoData,beargrass,Nolina,Liliaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nolina bigelovii,NoData,Bigelow's nolina,Nolina,Liliaceae,Btr,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nolina longifolia,NoData,,Nolina,Liliaceae,Shrub,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nolina recurvata,NoData,,Nolina,Liliaceae,Shrub,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nothofagus,NoData,,Nothofagus,Betulaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nothofagus antarctica,NoData,,Nothofagus,Betulaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nothofagus cliffortoides,NoData,,Nothofagus,Betulaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nothofagus dombeyi,NoData,coigue,Nothofagus,Betulaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nothofagus procera,NoData,,Nothofagus,Betulaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Notholithocarpus,Notholithocarpus,tanoak,Notholithocarpus,Fagaceae,Btr,genus,,,0.2,0.02,0.2,0.2,0.2,0.2,0.04,0.05,0.04,0.02,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nyssa,Nyssa,tupelo,Nyssa,Cornaceae,Btr,genus,,,24,0.02,0.1,0.1,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nyssa aquatica,Nyssa,water tupelo,Nyssa,Nyssaceae,Btr,species,,,24,0.02,0.1,0.1,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nyssa ogeche,Nyssa,Ogeechee tupelo,Nyssa,Nyssaceae,Btr,species,,,24,0.02,0.1,0.1,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nyssa sylvatica,Nyssa,blackgum,Nyssa,Cornaceae,Btr,species,,,24,0.02,0.1,0.1,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Nyssa sylvatica var. biflora,Nyssa,,Nyssa,Nyssaceae,Btr,species,,,24,0.02,0.1,0.1,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ochna,NoData,,Ochna,Ochnaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ochna natalita,NoData,,Ochna,Ochnaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ochna pulchra,NoData,,Ochna,Ochnaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ocotea,NoData,sweetwood,Ocotea,Lauraceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oemleria,Oemleria cerasiformis,,Oemleria,Rosaceae,Btr,genus,,,0.6,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oemleria cerasiformis,Oemleria cerasiformis,Indian plum,Oemleria,Rosaceae,Btr,species,,,0.6,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oenocarpus,NoData,,Oenocarpus,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oenocarpus bataua,NoData,,Oenocarpus,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olea,Olea,olive,Olea,Oleaceae,Btr,genus,,,0.05,0.005,0.005,0.005,0.005,0.005,0.005,0.05,0.02,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olea europaea,Olea,olive,Olea,Oleaceae,Btr,species,,,0.05,0.005,0.005,0.005,0.005,0.005,0.005,0.05,0.02,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olea rosea,Olea,,Olea,Oleaceae,Unknown,species,,,0.05,0.005,0.005,0.005,0.005,0.005,0.005,0.05,0.02,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oleaceae,Olea,,Oleaceae,Oleaceae,Unknown,family,,,0.05,0.005,0.005,0.005,0.005,0.005,0.005,0.05,0.02,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olearia,NoData,,Olearia,Asteraceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olearia phlogopappa,NoData,,Olearia,Asteraceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olmediella,NoData,,Olmediella,Salicaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olmediella betschleriana,NoData,,Olmediella,Salicaceae,Btr,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olneya,Robinia,olneya,Olneya,Fabaceae,Btr,genus,,,24,0.02,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Olneya tesota,Robinia,desert ironwood,Olneya,Fabaceae,Btr,species,,,24,0.02,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oncoba,NoData,,Oncoba,Flacourtiaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oncoba spinosa,NoData,,Oncoba,Flacourtiaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Opuntia,NoData,,Opuntia,Cactaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Opuntia basilaris,NoData,beavertail pricklypear,Opuntia,Cactaceae,Btr,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Opuntia lindheimeri,NoData,,Opuntia,Cactaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Opuntia microdasys,NoData,angel's-wings,Opuntia,Cactaceae,Shrub,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Orchidaceae,NoData,,Orchidaceae,Orchidaceae,Unknown,family,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ormocarpum,NoData,,Ormocarpum,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ormocarpum trichocarpum,NoData,,Ormocarpum,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ormosia,NoData,,Ormosia,Fabaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ormosia pinnata,NoData,,Ormosia,Fabaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oroxylum,NoData,,Oroxylum,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oroxylum indicum,NoData,,Oroxylum,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oryza,NoDataLowIso,,Oryza,Poaceae,Herb,genus,,,0.2,0.02,0.2,0.2,0.2,0.2,0.04,0.05,0.04,0.02,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oryza sativa,NoDataLowIso,rice,Oryza,Poaceae,Herb,species,,,0.2,0.02,0.2,0.2,0.2,0.2,0.04,0.05,0.04,0.02,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Osmanthus,NoData,,Osmanthus,Oleaceae,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Osmanthus fragrans,NoData,sweet osmanthus,Osmanthus,Oleaceae,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Osteospermum,NoData,,Osteospermum,Asteraceae,Herb,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Osteospermum fruticosum,NoData,shrubby daisybush,Osteospermum,Asteraceae,Herb,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ostrya,Yucca,,Ostrya,Betulaceae,Unknown,genus,,,0.2,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ostrya carpinifolia,Yucca,,Ostrya,Betulaceae,Unknown,species,,,0.2,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ostrya virginiana,Yucca,hophornbeam,Ostrya,Betulaceae,Btr,species,,,0.2,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ouratea,NoData,ouratea,Ouratea,Ochnaceae,Btr,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oxydendrum,Oxydendrum,sourwood,Oxydendrum,Ericaceae,Btr,genus,,,0.2,0.02,0.1,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oxydendrum arboreum,Oxydendrum,sourwood,Oxydendrum,Ericaceae,Btr,species,,,0.2,0.02,0.1,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oxythenantera,NoData,,Oxythenantera,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Oxythenantera abyssinica,NoData,,Oxythenantera,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ozoroa,NoData,,Ozoroa,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Ozoroa paniculosa,NoData,,Ozoroa,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachyelasma,NoData,,Pachyelasma,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachyelasma tessmannii,NoData,,Pachyelasma,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachyra,NoData,,Pachyra,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachyra insignis,NoData,,Pachyra,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachysandra,NoData,,Pachysandra,Buxaceae,Shrub,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachysandra terminalis,NoData,Japanese pachysandra,Pachysandra,Buxaceae,Shrub,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachystigma,NoData,,Pachystigma,TBD,Unknown,genus,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Pachystigma macrocalyx,NoData,,Pachystigma,TBD,Unknown,species,,,4,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
