VegID,EmissionType,CommonName,GenusGroup,Family,GrowthForm,Type,References,Comment,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6
Erythroxylum,NoData,,Erythroxylum,Erythroxylaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Erythroxylum rotundifolium,NoData,ratwood,Erythroxylum,Erythroxylaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Escallonia,NoData,,Escallonia,Grossulariaceae,Shrub,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Escallonia laevis,NoData,,Escallonia,Grossulariaceae,Shrub,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Escallonia rubra,NoData,redclaws,Escallonia,Grossulariaceae,Shrub,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eschscholzia,NoData,,Eschscholzia,Papaveraceae,Herb,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eschscholzia californica,NoData,California poppy,Eschscholzia,Papaveraceae,Herb,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eschweilera,NoData,,Eschweilera,Lecythidaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eschweilera odorata,NoData,,Eschweilera,Lecythidaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Escobaria,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus,Eucalyptus,gum,Eucalyptus,Myrtaceae,Btr,genus,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus amplifolia,Eucalyptus,cabbage gum,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus amygdalina,Eucalyptus,,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus botryoides,Eucalyptus,southern mahogany,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus bridgesiana,Eucalyptus,applebox,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus calophylla,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus camaldulensis,Eucalyptus,river redgum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus cinerea,Eucalyptus,argyle apple,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus citriodora,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus cladocalyx,Eucalyptus,sugargum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus cornuta,Eucalyptus,yate,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus crebra,Eucalyptus,narrowleaf red ironbark,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus dalrympleana,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus deglupta,Eucalyptus,Indonesian gum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus ficifolia,Eucalyptus,,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus forrestiana,Eucalyptus,fuschia gum,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus glaucescens,Eucalyptus,tingiringi gum,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus globulus,Eucalyptus,Tasmanian bluegum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus globulus var compacta,Eucalyptus,,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus gomphocephala,Eucalyptus,tuart,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus grandis,Eucalyptus,grand eucalyptus,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus gunnii,Eucalyptus,cider gum,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus incrassata,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus intertexta,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus lansdowneana,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus lehmannii,Eucalyptus,bushy yate,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus leucoxylon,Eucalyptus,white ironbark,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus longifolia,Eucalyptus,woollybutt,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus macrandra,Eucalyptus,long-flower marlock,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus macrocarpa,Eucalyptus,mottlecah,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus maculata,Eucalyptus,spotted gum,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus marginata,Eucalyptus,jarrah,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus melliodora,Eucalyptus,yellow-box,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus microtheca,Eucalyptus,coolabah,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus nicholii,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus niphophilia,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus occidentalis,Eucalyptus,flat-top yate,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus odorata,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus paniculata,Eucalyptus,gray ironbark,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus parvula,Eucalyptus,kybean gum,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus pauciflora,Eucalyptus,snow gum,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus platypus,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus polyanthemos,Eucalyptus,redbox,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus pulchella,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus pulverulenta,Eucalyptus,silverleaf mountain gum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus pyriformis,Eucalyptus,pear-fruit mallee,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus robusta,Eucalyptus,swampmahogany,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus rodantha,Eucalyptus,,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus rudis,Eucalyptus,Western Australian floodedgum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus saligna,Eucalyptus,Sydney bluegum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus sargentii,Eucalyptus,eucalyptus,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus sideroxylon,Eucalyptus,red ironbark,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus spathulata,Eucalyptus,eucalyptus,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus tereticornis,Eucalyptus,forest redgum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus torquata,Eucalyptus,coral gum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus urophylla,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus viminalis,Eucalyptus,manna gum,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus wandoo,Eucalyptus,wandoo,Eucalyptus,Myrtaceae,Unknown,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptuserythrocorys,Eucalyptus,,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptuseudesmioides,Eucalyptus,,Eucalyptus,Myrtaceae,Btr,species,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus_rythrocorys,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,genus,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucalyptus_udesmioides,Eucalyptus,,Eucalyptus,Myrtaceae,Unknown,genus,,,20,0.02,0.35,0.2,0.1,0.35,0.6,0.05,0.08,0.05,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucephalus,NoData,,Eucephalus,TBD,Shrub,genus,from LFRDB,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euclea,NoData,,Euclea,Ebenaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euclea crispa,NoData,,Euclea,Ebenaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euclea natalensis,NoData,,Euclea,Ebenaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euclea undulata,NoData,,Euclea,Ebenaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucommia,NoData,,Eucommia,Eucommiaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucommia ulmoides,NoData,,Eucommia,Eucommiaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucryphia,NoData,,Eucryphia,Cunoniaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eucryphia billardieri,NoData,,Eucryphia,Cunoniaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugenia,NoData,stopper,Eugenia,Myrtaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugenia foetida,NoData,boxleaf stopper,Eugenia,Myrtaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugenia grandis,NoData,,Eugenia,Myrtaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugenia malacensis,NoData,,Eugenia,Myrtaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugenia uniflora,NoData,Surinam cherry,Eugenia,Myrtaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugenia xerophytica,NoData,aridland stopper,Eugenia,Myrtaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugeniaa,NoData,,Eugeniaa,TBD,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eugeniaa uniflora,NoData,,Eugeniaa,TBD,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euonymus,NoData,,Euonymus,Celastraceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euonymus japonicus,NoData,Japanese spindletree,Euonymus,Celastraceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eupatorium,NoData,,Eupatorium,Asteraceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eupatorium odoratum,NoData,,Eupatorium,Asteraceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euphorbia,NoData,spurge,Euphorbia,Euphorbiaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euphorbia cotinifolia,NoData,Mexican shrubby spurge,Euphorbia,Euphorbiaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euphorbia fulgens,NoData,scarlet-plume,Euphorbia,Euphorbiaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euphorbia pulcherrima,NoData,poinsettia,Euphorbia,Euphorbiaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euphorbia splendens,NoData,,Euphorbia,Euphorbiaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euphorbia tirucalli,NoData,Indiantree spurge,Euphorbia,Euphorbiaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euphorbiaceae,NoData,,Euphorbiaceae,Euphorbiaceae,Unknown,family,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eurya,NoData,,Eurya,Theaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Eurya obliquifolia,NoData,,Eurya,Theaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Euryops,NoData,,Euryops,Asteraceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
