EcoTypeID,VegID,ShrubSpecFrac
5452,GFShrub,1
5453,GFShrub,1
5454,GFShrub,1
5455,GFShrub,1
5456,GFShrub,1
5457,GFShrub,1
5458,GFShrub,1
5459,GFShrub,1
5460,GFShrub,1
5461,GFShrub,1
5462,GFShrub,1
5463,GFShrub,1
5464,GFShrub,1
5465,GFShrub,1
5466,GFShrub,1
5467,GFShrub,1
5468,GFShrub,1
5469,GFShrub,1
5470,GFShrub,1
5471,GFShrub,1
5472,GFShrub,1
5473,GFShrub,1
5474,GFShrub,1
5475,GFShrub,1
5476,GFShrub,1
5477,GFShrub,1
5478,GFShrub,1
5479,GFShrub,1
5480,GFShrub,1
5481,GFShrub,1
5482,GFShrub,1
5483,GFShrub,1
5484,GFShrub,1
5485,GFShrub,1
5486,GFShrub,1
5487,GFShrub,1
5488,GFShrub,1
5489,GFShrub,1
5490,GFShrub,1
5491,GFShrub,1
5492,GFShrub,1
5493,GFShrub,1
5494,GFShrub,1
5495,GFShrub,1
5496,GFShrub,1
5497,GFShrub,1
5498,GFShrub,1
5499,GFShrub,1
5500,GFShrub,1
5501,GFShrub,1
5502,GFShrub,1
5503,GFShrub,1
5504,GFShrub,1
5505,GFShrub,1
5506,GFShrub,1
5507,GFShrub,1
5508,GFShrub,1
5509,GFShrub,1
5510,GFShrub,1
5511,GFShrub,1
5512,GFShrub,1
5513,GFShrub,1
5514,GFShrub,1
5515,GFShrub,1
5516,GFShrub,1
5517,GFShrub,1
5518,GFShrub,1
5519,GFShrub,1
5520,GFShrub,1
5521,GFShrub,1
5522,GFShrub,1
5523,GFShrub,1
5524,GFShrub,1
5525,GFShrub,1
5526,GFShrub,1
5527,GFShrub,1
5528,GFShrub,1
5529,GFShrub,1
5530,GFShrub,1
5531,GFShrub,1
5532,GFShrub,1
5533,GFShrub,1
5534,GFShrub,1
5535,GFShrub,1
5536,GFShrub,1
5537,GFShrub,1
5538,GFShrub,1
5539,GFShrub,1
5540,GFShrub,1
5541,GFShrub,1
5542,GFShrub,1
5543,GFShrub,1
5544,GFShrub,1
5545,GFShrub,1
5546,GFShrub,1
5547,GFShrub,1
5548,GFShrub,1
5549,GFShrub,1
5550,GFShrub,1
5551,GFShrub,1
5552,GFShrub,1
5553,GFShrub,1
5554,GFShrub,1
5555,GFShrub,1
5556,GFShrub,1
5557,GFShrub,1
5558,GFShrub,1
5559,GFShrub,1
5560,GFShrub,1
5561,GFShrub,1
5562,GFShrub,1
5563,GFShrub,1
5564,GFShrub,1
5565,GFShrub,1
5566,GFShrub,1
5567,GFShrub,1
5568,GFShrub,1
5569,GFShrub,1
5570,GFShrub,1
5571,GFShrub,1
5572,GFShrub,1
5573,GFShrub,1
5574,GFShrub,1
5575,GFShrub,1
5576,GFShrub,1
5577,GFShrub,1
5578,GFShrub,1
5579,GFShrub,1
5580,GFShrub,1
5581,GFShrub,1
5582,GFShrub,1
5583,GFShrub,1
5584,GFShrub,1
5585,GFShrub,1
5586,GFShrub,1
5587,GFShrub,1
5588,GFShrub,1
5589,GFShrub,1
5590,GFShrub,1
5591,GFShrub,1
5592,GFShrub,1
5593,GFShrub,1
5594,GFShrub,1
5595,GFShrub,1
5596,GFShrub,1
5597,GFShrub,1
5598,GFShrub,1
5599,GFShrub,1
5600,GFShrub,1
5601,GFShrub,1
5602,GFShrub,1
5603,GFShrub,1
5604,GFShrub,1
5605,GFShrub,1
5606,GFShrub,1
5607,GFShrub,1
5608,GFShrub,1
5609,GFShrub,1
5610,GFShrub,1
5611,GFShrub,1
5612,GFShrub,1
5613,GFShrub,1
5614,GFShrub,1
5615,GFShrub,1
5616,GFShrub,1
5617,GFShrub,1
5618,GFShrub,1
5619,GFShrub,1
5620,GFShrub,1
5621,GFShrub,1
5622,GFShrub,1
5623,GFShrub,1
5624,GFShrub,1
5625,GFShrub,1
5626,GFShrub,1
5627,GFShrub,1
5628,GFShrub,1
5629,GFShrub,1
5630,GFShrub,1
5631,GFShrub,1
5632,GFShrub,1
5633,GFShrub,1
5634,GFShrub,1
5635,GFShrub,1
5636,GFShrub,1
5637,GFShrub,1
5638,GFShrub,1
5639,GFShrub,1
5640,GFShrub,1
5641,GFShrub,1
5642,GFShrub,1
5643,GFShrub,1
5644,GFShrub,1
5645,GFShrub,1
5646,GFShrub,1
5647,GFShrub,1
5648,GFShrub,1
5649,GFShrub,1
5650,GFShrub,1
5651,GFShrub,1
5652,GFShrub,1
5653,GFShrub,1
5654,GFShrub,1
5655,GFShrub,1
5656,GFShrub,1
5657,GFShrub,1
5658,GFShrub,1
5659,GFShrub,1
5660,GFShrub,1
5661,GFShrub,1
5662,GFShrub,1
5663,GFShrub,1
5664,GFShrub,1
5665,GFShrub,1
5666,GFShrub,1
5667,GFShrub,1
5668,GFShrub,1
5669,GFShrub,1
5670,GFShrub,1
5671,GFShrub,1
5672,GFShrub,1
5673,GFShrub,1
5674,GFShrub,1
5675,GFShrub,1
5676,GFShrub,1
5677,GFShrub,1
5678,GFShrub,1
5679,GFShrub,1
5680,GFShrub,1
5681,GFShrub,1
5682,GFShrub,1
5683,GFShrub,1
5684,GFShrub,1
5685,GFShrub,1
5686,GFShrub,1
5687,GFShrub,1
5688,GFShrub,1
5689,GFShrub,1
5690,GFShrub,1
5691,GFShrub,1
5692,GFShrub,1
5693,GFShrub,1
5694,GFShrub,1
5695,GFShrub,1
5696,GFShrub,1
5697,GFShrub,1
5698,GFShrub,1
5699,GFShrub,1
5700,GFShrub,1
5701,GFShrub,1
5702,GFShrub,1
5703,GFShrub,1
5704,GFShrub,1
5705,GFShrub,1
5706,GFShrub,1
5707,GFShrub,1
5708,GFShrub,1
5709,GFShrub,1
5710,GFShrub,1
5711,GFShrub,1
5712,GFShrub,1
5713,GFShrub,1
5714,GFShrub,1
5715,GFShrub,1
5716,GFShrub,1
5717,GFShrub,1
5718,GFShrub,1
5719,GFShrub,1
5720,GFShrub,1
5721,GFShrub,1
5722,GFShrub,1
5723,GFShrub,1
5724,GFShrub,1
5725,GFShrub,1
5726,GFShrub,1
5727,GFShrub,1
5728,GFShrub,1
5729,GFShrub,1
5730,GFShrub,1
5731,GFShrub,1
5732,GFShrub,1
5733,GFShrub,1
5734,GFShrub,1
5735,GFShrub,1
5736,GFShrub,1
5737,GFShrub,1
5738,GFShrub,1
5739,GFShrub,1
5740,GFShrub,1
5741,GFShrub,1
5742,GFShrub,1
5743,GFShrub,1
5744,GFShrub,1
5745,GFShrub,1
5746,GFShrub,1
5747,GFShrub,1
5748,GFShrub,1
5749,GFShrub,1
5750,GFShrub,1
5751,GFShrub,1
5752,GFShrub,1
5753,GFShrub,1
5754,GFShrub,1
5755,GFShrub,1
5756,GFShrub,1
5757,GFShrub,1
5758,GFShrub,1
5759,GFShrub,1
5760,GFShrub,1
5761,GFShrub,1
5762,GFShrub,1
5763,GFShrub,1
5764,GFShrub,1
5765,GFShrub,1
5766,GFShrub,1
5767,GFShrub,1
5768,GFShrub,1
5769,GFShrub,1
5770,GFShrub,1
5771,GFShrub,1
5772,GFShrub,1
5773,GFShrub,1
5774,GFShrub,1
5775,GFShrub,1
5776,GFShrub,1
5777,GFShrub,1
5778,GFShrub,1
5779,GFShrub,1
5780,GFShrub,1
5781,GFShrub,1
5782,GFShrub,1
5783,GFShrub,1
5784,GFShrub,1
5785,GFShrub,1
5786,GFShrub,1
5787,GFShrub,1
5788,GFShrub,1
5789,GFShrub,1
5790,GFShrub,1
5791,GFShrub,1
5792,GFShrub,1
5793,GFShrub,1
5794,GFShrub,1
5795,GFShrub,1
5796,GFShrub,1
5797,GFShrub,1
5798,GFShrub,1
5799,GFShrub,1
5800,GFShrub,1
5801,GFShrub,1
5802,GFShrub,1
5803,GFShrub,1
5804,GFShrub,1
5805,GFShrub,1
5806,GFShrub,1
5807,GFShrub,1
5808,GFShrub,1
5809,GFShrub,1
5810,GFShrub,1
5811,GFShrub,1
5812,GFShrub,1
5813,GFShrub,1
5814,GFShrub,1
5815,GFShrub,1
5816,GFShrub,1
5817,GFShrub,1
5818,GFShrub,1
5819,GFShrub,1
5820,GFShrub,1
5821,GFShrub,1
5822,GFShrub,1
5823,GFShrub,1
5824,GFShrub,1
5825,GFShrub,1
5826,GFShrub,1
5827,GFShrub,1
5828,GFShrub,1
5829,GFShrub,1
5830,GFShrub,1
5831,GFShrub,1
5832,GFShrub,1
5833,GFShrub,1
5834,GFShrub,1
5835,GFShrub,1
5836,GFShrub,1
5837,GFShrub,1
5838,GFShrub,1
5839,GFShrub,1
5840,GFShrub,1
5841,GFShrub,1
5842,GFShrub,1
5843,GFShrub,1
5844,GFShrub,1
5845,GFShrub,1
5846,GFShrub,1
5847,GFShrub,1
5848,GFShrub,1
5849,GFShrub,1
5850,GFShrub,1
5851,GFShrub,1
5852,GFShrub,1
5853,GFShrub,1
5854,GFShrub,1
5855,GFShrub,1
5856,GFShrub,1
5857,GFShrub,1
5858,GFShrub,1
5859,GFShrub,1
5860,GFShrub,1
5861,GFShrub,1
5862,GFShrub,1
5863,GFShrub,1
5864,GFShrub,1
5865,GFShrub,1
5866,GFShrub,1
5867,GFShrub,1
5868,GFShrub,1
5869,GFShrub,1
6000,GFShrub,1
6001,GFShrub,1
6002,GFShrub,1
6003,GFShrub,1
6004,GFShrub,1
6005,GFShrub,1
6006,GFShrub,1
6007,GFShrub,1
6008,GFShrub,1
6009,GFShrub,1
6010,GFShrub,1
6011,GFShrub,1
6012,GFShrub,1
6013,GFShrub,1
6014,GFShrub,1
6015,GFShrub,1
6016,GFShrub,1
6017,GFShrub,1
6018,GFShrub,1
6019,GFShrub,1
6020,GFShrub,1
6021,GFShrub,1
6022,GFShrub,1
6023,GFShrub,1
6024,GFShrub,1
6025,GFShrub,1
6026,GFShrub,1
6027,GFShrub,1
6028,GFShrub,1
6029,GFShrub,1
6030,GFShrub,1
6031,GFShrub,1
6032,GFShrub,1
6033,GFShrub,1
6034,GFShrub,1
6035,GFShrub,1
6036,GFShrub,1
6037,GFShrub,1
6038,GFShrub,1
6039,GFShrub,1
6040,GFShrub,1
6041,GFShrub,1
6042,GFShrub,1
6043,GFShrub,1
6044,GFShrub,1
6045,GFShrub,1
6046,GFShrub,1
6047,GFShrub,1
6048,GFShrub,1
6049,GFShrub,1
6050,GFShrub,1
6051,GFShrub,1
6052,GFShrub,1
6053,GFShrub,1
6054,GFShrub,1
6055,GFShrub,1
6056,GFShrub,1
6057,GFShrub,1
6058,GFShrub,1
6059,GFShrub,1
6060,GFShrub,1
6061,GFShrub,1
6062,GFShrub,1
6063,GFShrub,1
6064,GFShrub,1
6065,GFShrub,1
6066,GFShrub,1
6067,GFShrub,1
6068,GFShrub,1
6069,GFShrub,1
6070,GFShrub,1
6071,GFShrub,1
6072,GFShrub,1
6073,GFShrub,1
6074,GFShrub,1
6075,GFShrub,1
6076,GFShrub,1
6077,GFShrub,1
6078,GFShrub,1
6079,GFShrub,1
6080,GFShrub,1
6081,GFShrub,1
6082,GFShrub,1
6083,GFShrub,1
6084,GFShrub,1
6085,GFShrub,1
6086,GFShrub,1
6087,GFShrub,1
6088,GFShrub,1
6089,GFShrub,1
6090,GFShrub,1
6091,GFShrub,1
6092,GFShrub,1
6093,GFShrub,1
6094,GFShrub,1
6095,GFShrub,1
6096,GFShrub,1
6097,GFShrub,1
6098,GFShrub,1
6099,GFShrub,1
6100,GFShrub,1
6101,GFShrub,1
6102,GFShrub,1
6103,GFShrub,1
6104,GFShrub,1
6105,GFShrub,1
6106,GFShrub,1
6107,GFShrub,1
6108,GFShrub,1
6109,GFShrub,1
6110,GFShrub,1
6111,GFShrub,1
6112,GFShrub,1
6113,GFShrub,1
6114,GFShrub,1
6115,GFShrub,1
6116,GFShrub,1
6117,GFShrub,1
6118,GFShrub,1
6119,GFShrub,1
6120,GFShrub,1
6121,GFShrub,1
6122,GFShrub,1
6123,GFShrub,1
6124,GFShrub,1
6125,GFShrub,1
6126,GFShrub,1
6127,GFShrub,1
6128,GFShrub,1
6129,GFShrub,1
6130,GFShrub,1
6131,GFShrub,1
6132,GFShrub,1
6133,GFShrub,1
6134,GFShrub,1
6135,GFShrub,1
6136,GFShrub,1
6137,GFShrub,1
6138,GFShrub,1
6139,GFShrub,1
6140,GFShrub,1
6141,GFShrub,1
6142,GFShrub,1
6143,GFShrub,1
6144,GFShrub,1
6145,GFShrub,1
6146,GFShrub,1
6147,GFShrub,1
6148,GFShrub,1
6149,GFShrub,1
6150,GFShrub,1
6151,GFShrub,1
6152,GFShrub,1
6153,GFShrub,1
6154,GFShrub,1
6155,GFShrub,1
6156,GFShrub,1
6157,GFShrub,1
6158,GFShrub,1
6159,GFShrub,1
6160,GFShrub,1
6161,GFShrub,1
6162,GFShrub,1
6163,GFShrub,1
6164,GFShrub,1
6165,GFShrub,1
6166,GFShrub,1
6167,GFShrub,1
6168,GFShrub,1
6169,GFShrub,1
6170,GFShrub,1
6171,GFShrub,1
6172,GFShrub,1
6173,GFShrub,1
6174,GFShrub,1
6175,GFShrub,1
6176,GFShrub,1
6177,GFShrub,1
6178,GFShrub,1
6179,GFShrub,1
6180,GFShrub,1
6181,GFShrub,1
6182,GFShrub,1
6183,GFShrub,1
6184,GFShrub,1
6185,GFShrub,1
6186,GFShrub,1
6187,GFShrub,1
6188,GFShrub,1
6189,GFShrub,1
6190,GFShrub,1
6191,GFShrub,1
6192,GFShrub,1
6193,GFShrub,1
6194,GFShrub,1
6195,GFShrub,1
6196,GFShrub,1
6197,GFShrub,1
6198,GFShrub,1
6199,GFShrub,1
6200,GFShrub,1
6201,GFShrub,1
6202,GFShrub,1
6203,GFShrub,1
6204,GFShrub,1
6205,GFShrub,1
6206,GFShrub,1
6207,GFShrub,1
6208,GFShrub,1
6209,GFShrub,1
6210,GFShrub,1
6211,GFShrub,1
6212,GFShrub,1
6213,GFShrub,1
6214,GFShrub,1
6215,GFShrub,1
6216,GFShrub,1
6217,GFShrub,1
6218,GFShrub,1
6219,GFShrub,1
6220,GFShrub,1
6221,GFShrub,1
6222,GFShrub,1
6223,GFShrub,1
6224,GFShrub,1
6225,GFShrub,1
6226,GFShrub,1
6227,GFShrub,1
6228,GFShrub,1
6229,GFShrub,1
6230,GFShrub,1
6231,GFShrub,1
6232,GFShrub,1
6233,GFShrub,1
6234,GFShrub,1
6235,GFShrub,1
6236,GFShrub,1
6237,GFShrub,1
6238,GFShrub,1
6239,GFShrub,1
6240,GFShrub,1
6241,GFShrub,1
6242,GFShrub,1
6243,GFShrub,1
6244,GFShrub,1
6245,GFShrub,1
6246,GFShrub,1
6247,GFShrub,1
6248,GFShrub,1
6249,GFShrub,1
6250,GFShrub,1
6251,GFShrub,1
6252,GFShrub,1
6253,GFShrub,1
6254,GFShrub,1
6255,GFShrub,1
6256,GFShrub,1
6257,GFShrub,1
6258,GFShrub,1
6259,GFShrub,1
6260,GFShrub,1
6261,GFShrub,1
6262,GFShrub,1
6263,GFShrub,1
6264,GFShrub,1
6265,GFShrub,1
6266,GFShrub,1
6267,GFShrub,1
6268,GFShrub,1
6269,GFShrub,1
6270,GFShrub,1
6271,GFShrub,1
6272,GFShrub,1
6273,GFShrub,1
6274,GFShrub,1
6275,GFShrub,1
6276,GFShrub,1
6277,GFShrub,1
6278,GFShrub,1
6279,GFShrub,1
6280,GFShrub,1
6281,GFShrub,1
6282,GFShrub,1
6283,GFShrub,1
6284,GFShrub,1
6285,GFShrub,1
6286,GFShrub,1
6287,GFShrub,1
6288,GFShrub,1
6289,GFShrub,1
6290,GFShrub,1
6291,GFShrub,1
6292,GFShrub,1
6293,GFShrub,1
6294,GFShrub,1
6295,GFShrub,1
6296,GFShrub,1
6297,GFShrub,1
6298,GFShrub,1
6299,GFShrub,1
6300,GFShrub,1
6301,GFShrub,1
6302,GFShrub,1
6303,GFShrub,1
6304,GFShrub,1
6305,GFShrub,1
6306,GFShrub,1
6307,GFShrub,1
6308,GFShrub,1
6309,GFShrub,1
6310,GFShrub,1
6311,GFShrub,1
6312,GFShrub,1
6313,GFShrub,1
6314,GFShrub,1
6315,GFShrub,1
6316,GFShrub,1
6317,GFShrub,1
6318,GFShrub,1
6319,GFShrub,1
6320,GFShrub,1
6321,GFShrub,1
6322,GFShrub,1
6323,GFShrub,1
6324,GFShrub,1
6325,GFShrub,1
6326,GFShrub,1
6327,GFShrub,1
6328,GFShrub,1
6329,GFShrub,1
6330,GFShrub,1
6331,GFShrub,1
6332,GFShrub,1
6333,GFShrub,1
6334,GFShrub,1
6335,GFShrub,1
6336,GFShrub,1
6337,GFShrub,1
6338,GFShrub,1
6339,GFShrub,1
6340,GFShrub,1
6341,GFShrub,1
6342,GFShrub,1
6343,GFShrub,1
6344,GFShrub,1
6345,GFShrub,1
6346,GFShrub,1
6347,GFShrub,1
6348,GFShrub,1
6349,GFShrub,1
6350,GFShrub,1
6351,GFShrub,1
6352,GFShrub,1
6353,GFShrub,1
6354,GFShrub,1
6355,GFShrub,1
6356,GFShrub,1
6357,GFShrub,1
6358,GFShrub,1
6359,GFShrub,1
6360,GFShrub,1
6361,GFShrub,1
6362,GFShrub,1
6363,GFShrub,1
6364,GFShrub,1
6365,GFShrub,1
6366,GFShrub,1
6367,GFShrub,1
6368,GFShrub,1
6369,GFShrub,1
6370,GFShrub,1
6371,GFShrub,1
6372,GFShrub,1
6373,GFShrub,1
6374,GFShrub,1
6375,GFShrub,1
6376,GFShrub,1
6377,GFShrub,1
6378,GFShrub,1
6379,GFShrub,1
6380,GFShrub,1
6381,GFShrub,1
6382,GFShrub,1
6383,GFShrub,1
6384,GFShrub,1
6385,GFShrub,1
6386,GFShrub,1
6387,GFShrub,1
6388,GFShrub,1
6389,GFShrub,1
6390,GFShrub,1
6391,GFShrub,1
6392,GFShrub,1
6393,GFShrub,1
6394,GFShrub,1
6395,GFShrub,1
6396,GFShrub,1
6397,GFShrub,1
6398,GFShrub,1
6399,GFShrub,1
6400,GFShrub,1
6401,GFShrub,1
6402,GFShrub,1
6403,GFShrub,1
6404,GFShrub,1
6405,GFShrub,1
6406,GFShrub,1
6407,GFShrub,1
6408,GFShrub,1
6409,GFShrub,1
6410,GFShrub,1
6411,GFShrub,1
6412,GFShrub,1
6413,GFShrub,1
6414,GFShrub,1
6415,GFShrub,1
6416,GFShrub,1
6417,GFShrub,1
6418,GFShrub,1
6419,GFShrub,1
6420,GFShrub,1
6421,GFShrub,1
6422,GFShrub,1
6423,GFShrub,1
6424,GFShrub,1
6425,GFShrub,1
6426,GFShrub,1
6427,GFShrub,1
6428,GFShrub,1
6429,GFShrub,1
6430,GFShrub,1
6431,GFShrub,1
6432,GFShrub,1
6433,GFShrub,1
6434,GFShrub,1
6435,GFShrub,1
6436,GFShrub,1
6437,GFShrub,1
6438,GFShrub,1
6439,GFShrub,1
6440,GFShrub,1
6441,GFShrub,1
6442,GFShrub,1
6443,GFShrub,1
6444,GFShrub,1
6445,GFShrub,1
6446,GFShrub,1
6447,GFShrub,1
6448,GFShrub,1
6449,GFShrub,1
6450,GFShrub,1
6451,GFShrub,1
6452,GFShrub,1
6453,GFShrub,1
6454,GFShrub,1
6455,GFShrub,1
6456,GFShrub,1
6457,GFShrub,1
6458,GFShrub,1
6459,GFShrub,1
6460,GFShrub,1
6461,GFShrub,1
6462,GFShrub,1
6463,GFShrub,1
6464,GFShrub,1
6465,GFShrub,1
6466,GFShrub,1
6467,GFShrub,1
6468,GFShrub,1
6469,GFShrub,1
6470,GFShrub,1
6471,GFShrub,1
6472,GFShrub,1
6473,GFShrub,1
6474,GFShrub,1
6475,GFShrub,1
6476,GFShrub,1
6477,GFShrub,1
6478,GFShrub,1
6479,GFShrub,1
6480,GFShrub,1
6481,GFShrub,1
6482,GFShrub,1
6483,GFShrub,1
6484,GFShrub,1
6485,GFShrub,1
6486,GFShrub,1
6487,GFShrub,1
6488,GFShrub,1
6489,GFShrub,1
6490,GFShrub,1
6491,GFShrub,1
6492,GFShrub,1
6493,GFShrub,1
6494,GFShrub,1
6495,GFShrub,1
6496,GFShrub,1
6497,GFShrub,1
6498,GFShrub,1
6499,GFShrub,1
6500,GFShrub,1
6501,GFShrub,1
6502,GFShrub,1
6503,GFShrub,1
6504,GFShrub,1
6505,GFShrub,1
6506,GFShrub,1
6507,GFShrub,1
6508,GFShrub,1
6509,GFShrub,1
6510,GFShrub,1
6511,GFShrub,1
6512,GFShrub,1
6513,GFShrub,1
6514,GFShrub,1
6515,GFShrub,1
6516,GFShrub,1
6517,GFShrub,1
6518,GFShrub,1
6519,GFShrub,1
6520,GFShrub,1
6521,GFShrub,1
6522,GFShrub,1
6523,GFShrub,1
6524,GFShrub,1
6525,GFShrub,1
6526,GFShrub,1
6527,GFShrub,1
6528,GFShrub,1
6529,GFShrub,1
6530,GFShrub,1
6531,GFShrub,1
6532,GFShrub,1
6533,GFShrub,1
6534,GFShrub,1
6535,GFShrub,1
6536,GFShrub,1
6537,GFShrub,1
6538,GFShrub,1
6539,GFShrub,1
6540,GFShrub,1
6541,GFShrub,1
6542,GFShrub,1
6543,GFShrub,1
6544,GFShrub,1
6545,GFShrub,1
6546,GFShrub,1
6547,GFShrub,1
6548,GFShrub,1
6549,GFShrub,1
6550,GFShrub,1
6551,GFShrub,1
6552,GFShrub,1
6553,GFShrub,1
6554,GFShrub,1
6555,GFShrub,1
6556,GFShrub,1
6557,GFShrub,1
6558,GFShrub,1
6559,GFShrub,1
6560,GFShrub,1
6561,GFShrub,1
6562,GFShrub,1
6563,GFShrub,1
6564,GFShrub,1
6565,GFShrub,1
6566,GFShrub,1
6567,GFShrub,1
6568,GFShrub,1
6569,GFShrub,1
6570,GFShrub,1
6571,GFShrub,1
6572,GFShrub,1
6573,GFShrub,1
6574,GFShrub,1
6575,GFShrub,1
6576,GFShrub,1
6577,GFShrub,1
6578,GFShrub,1
6579,GFShrub,1
6580,GFShrub,1
6581,GFShrub,1
6582,GFShrub,1
6583,GFShrub,1
6584,GFShrub,1
6585,GFShrub,1
6586,GFShrub,1
6587,GFShrub,1
6588,GFShrub,1
6589,GFShrub,1
6590,GFShrub,1
6591,GFShrub,1
6592,GFShrub,1
6593,GFShrub,1
6594,GFShrub,1
6595,GFShrub,1
6596,GFShrub,1
6597,GFShrub,1
6598,GFShrub,1
6599,GFShrub,1
6600,GFShrub,1
6601,GFShrub,1
6602,GFShrub,1
6603,GFShrub,1
6604,GFShrub,1
6605,GFShrub,1
6606,GFShrub,1
6607,GFShrub,1
6608,GFShrub,1
6609,GFShrub,1
6610,GFShrub,1
6611,GFShrub,1
6612,GFShrub,1
6613,GFShrub,1
6614,GFShrub,1
6615,GFShrub,1
6616,GFShrub,1
6617,GFShrub,1
6618,GFShrub,1
6619,GFShrub,1
6620,GFShrub,1
6621,GFShrub,1
6622,GFShrub,1
6623,GFShrub,1
6624,GFShrub,1
6625,GFShrub,1
6626,GFShrub,1
6627,GFShrub,1
6628,GFShrub,1
6629,GFShrub,1
6630,GFShrub,1
6631,GFShrub,1
6632,GFShrub,1
6633,GFShrub,1
6634,GFShrub,1
6635,GFShrub,1
6636,GFShrub,1
6637,GFShrub,1
6638,GFShrub,1
6639,GFShrub,1
6640,GFShrub,1
6641,GFShrub,1
6642,GFShrub,1
6643,GFShrub,1
6644,GFShrub,1
6645,GFShrub,1
6646,GFShrub,1
6647,GFShrub,1
6648,GFShrub,1
6649,GFShrub,1
6650,GFShrub,1
6651,GFShrub,1
6652,GFShrub,1
6653,GFShrub,1
6654,GFShrub,1
6655,GFShrub,1
6656,GFShrub,1
6657,GFShrub,1
6658,GFShrub,1
6659,GFShrub,1
6660,GFShrub,1
6661,GFShrub,1
6662,GFShrub,1
6663,GFShrub,1
6664,GFShrub,1
6665,GFShrub,1
6666,GFShrub,1
6667,GFShrub,1
6668,GFShrub,1
6669,GFShrub,1
6670,GFShrub,1
6671,GFShrub,1
6672,GFShrub,1
6673,GFShrub,1
6674,GFShrub,1
6675,GFShrub,1
6676,GFShrub,1
6677,GFShrub,1
6678,GFShrub,1
6679,GFShrub,1
6680,GFShrub,1
6681,GFShrub,1
6682,GFShrub,1
6683,GFShrub,1
6684,GFShrub,1
6685,GFShrub,1
6686,GFShrub,1
6687,GFShrub,1
6688,GFShrub,1
6689,GFShrub,1
6690,GFShrub,1
6691,GFShrub,1
6692,GFShrub,1
6693,GFShrub,1
6694,GFShrub,1
6695,GFShrub,1
6696,GFShrub,1
6697,GFShrub,1
6698,GFShrub,1
6699,GFShrub,1
6700,GFShrub,1
6701,GFShrub,1
6702,GFShrub,1
6703,GFShrub,1
6704,GFShrub,1
6705,GFShrub,1
6706,GFShrub,1
6707,GFShrub,1
6708,GFShrub,1
6709,GFShrub,1
6710,GFShrub,1
6711,GFShrub,1
6712,GFShrub,1
6713,GFShrub,1
6714,GFShrub,1
6715,GFShrub,1
6716,GFShrub,1
6717,GFShrub,1
6718,GFShrub,1
6719,GFShrub,1
6720,GFShrub,1
6721,GFShrub,1
6722,GFShrub,1
6723,GFShrub,1
6724,GFShrub,1
6725,GFShrub,1
6726,GFShrub,1
6727,GFShrub,1
6728,GFShrub,1
6729,GFShrub,1
6730,GFShrub,1
6731,GFShrub,1
6732,GFShrub,1
6733,GFShrub,1
6734,GFShrub,1
6735,GFShrub,1
6736,GFShrub,1
6737,GFShrub,1
6738,GFShrub,1
6739,GFShrub,1
6740,GFShrub,1
6741,GFShrub,1
6742,GFShrub,1
6743,GFShrub,1
6744,GFShrub,1
6745,GFShrub,1
6746,GFShrub,1
6747,GFShrub,1
6748,GFShrub,1
6749,GFShrub,1
6750,GFShrub,1
6751,GFShrub,1
6752,GFShrub,1
6753,GFShrub,1
6754,GFShrub,1
6755,GFShrub,1
6756,GFShrub,1
6757,GFShrub,1
6758,GFShrub,1
6759,GFShrub,1
6760,GFShrub,1
6761,GFShrub,1
6762,GFShrub,1
6763,GFShrub,1
6764,GFShrub,1
6765,GFShrub,1
6766,GFShrub,1
6767,GFShrub,1
6768,GFShrub,1
6769,GFShrub,1
6770,GFShrub,1
6771,GFShrub,1
6772,GFShrub,1
6773,GFShrub,1
6774,GFShrub,1
6775,GFShrub,1
6776,GFShrub,1
6777,GFShrub,1
6778,GFShrub,1
6779,GFShrub,1
6780,GFShrub,1
6781,GFShrub,1
6782,GFShrub,1
6783,GFShrub,1
6784,GFShrub,1
6785,GFShrub,1
6786,GFShrub,1
6787,GFShrub,1
6788,GFShrub,1
6789,GFShrub,1
6790,GFShrub,1
6791,GFShrub,1
6792,GFShrub,1
6793,GFShrub,1
6794,GFShrub,1
6795,GFShrub,1
6796,GFShrub,1
6797,GFShrub,1
6798,GFShrub,1
6799,GFShrub,1
6800,GFShrub,1
6801,GFShrub,1
6802,GFShrub,1
6803,GFShrub,1
6804,GFShrub,1
6805,GFShrub,1
6806,GFShrub,1
6807,GFShrub,1
6808,GFShrub,1
6809,GFShrub,1
6810,GFShrub,1
6811,GFShrub,1
6812,GFShrub,1
6813,GFShrub,1
6814,GFShrub,1
6815,GFShrub,1
6816,GFShrub,1
6817,GFShrub,1
6818,GFShrub,1
6819,GFShrub,1
6820,GFShrub,1
6821,GFShrub,1
6822,GFShrub,1
6823,GFShrub,1
6824,GFShrub,1
6825,GFShrub,1
6826,GFShrub,1
6827,GFShrub,1
6828,GFShrub,1
6829,GFShrub,1
6830,GFShrub,1
6831,GFShrub,1
6832,GFShrub,1
6833,GFShrub,1
6834,GFShrub,1
6835,GFShrub,1
6836,GFShrub,1
6837,GFShrub,1
6838,GFShrub,1
6839,GFShrub,1
6840,GFShrub,1
6841,GFShrub,1
6842,GFShrub,1
6843,GFShrub,1
6844,GFShrub,1
6845,GFShrub,1
6846,GFShrub,1
6847,GFShrub,1
6848,GFShrub,1
6849,GFShrub,1
6850,GFShrub,1
6851,GFShrub,1
